day_of_year,is_daylight,distance_to_solar_noon,average_temperature_day,average_wind_direction_day,average_wind_speed_day,sky_cover,visibility,relative_humidity,average_wind_speed_period,average_barometric_pressure_period,power_generated_kw,first_hour_of_period_sin,first_hour_of_period_cos,day_of_year_sin,day_of_year_cos,distance_to_noon_squared,solar_potential
285,1,0.357771261,61,31,14.6,0,10.0,35,21.0,29.95,0,-0.8660254037844385,-0.5000000000000004,-0.9837979515735163,0.17928075881073555,0.12800027519753013,0.6865398586067479
285,1,0.62170088,61,31,14.6,0,10.0,42,10.0,30.0,0,-0.9659258262890684,0.2588190451025203,-0.9837979515735163,0.17928075881073555,0.38651198419277444,0.45529877049261014
285,0,0.885630499,61,31,14.6,0,10.0,25,9.0,30.04,0,-0.5000000000000004,0.8660254037844384,-0.9837979515735163,0.17928075881073555,0.7843413807589891,0.22405768237847234
286,0,0.964705882,63,32,13.4,0,10.0,39,15.0,30.09,0,0.25881904510252074,0.9659258262890683,-0.980575394063143,0.19614254142819676,0.9306574387653979,0.15477603950245178
286,0,0.7,63,32,13.4,0,10.0,41,13.0,30.1,0,0.8660254037844386,0.5000000000000001,-0.980575394063143,0.19614254142819676,0.48999999999999994,0.38669724795118054
286,1,0.435294118,63,32,13.4,0,10.0,34,9.0,30.15,0,0.9659258262890683,-0.25881904510252063,-0.980575394063143,0.19614254142819676,0.18948096916539794,0.6186184563999091
286,1,0.170588235,63,32,13.4,0,10.0,29,20.0,30.17,0,0.49999999999999994,-0.8660254037844387,-0.980575394063143,0.19614254142819676,0.029100345920415226,0.8505396657247846
286,1,0.094117647,63,32,13.4,0,10.0,25,14.0,30.15,0,-0.2588190451025208,-0.9659258262890683,-0.980575394063143,0.19614254142819676,0.008858131476816609,0.9175391258264867
286,1,0.358823529,63,32,13.4,0,10.0,29,17.0,30.13,10727,-0.8660254037844385,-0.5000000000000004,-0.980575394063143,0.19614254142819676,0.12875432496401382,0.685617917377758
286,1,0.623529412,63,32,13.4,0,10.0,46,11.0,30.16,0,-0.9659258262890684,0.2588190451025203,-0.980575394063143,0.19614254142819676,0.38878892762906575,0.45369670805288254
286,0,0.888235294,63,32,13.4,1,10.0,27,7.0,30.19,0,-0.5000000000000004,0.8660254037844384,-0.980575394063143,0.19614254142819676,0.7889619375072664,0.21955774460811223
287,0,0.968980798,64,28,6.4,1,10.0,21,0.0,30.21,0,0.25881904510252074,0.9659258262890683,-0.9770638564833509,0.21294651993841537,0.9389237868927168,0.14952027972156753
287,0,0.70310192,64,28,6.4,0,10.0,49,5.0,30.22,0,0.8660254037844386,0.5000000000000001,-0.9770638564833509,0.21294651993841537,0.49435230990768647,0.3839795107045586
287,1,0.437223043,64,28,6.4,0,10.0,49,0.0,30.26,3687,0.9659258262890683,-0.25881904510252063,-0.9770638564833509,0.21294651993841537,0.19116398933017983,0.6169284349556294
287,1,0.171344165,64,28,6.4,0,10.0,21,0.0,30.27,23961,0.49999999999999994,-0.8660254037844387,-0.9770638564833509,0.21294651993841537,0.029358822879547223,0.8498773600828471
287,1,0.094534712,64,28,6.4,0,10.0,14,5.0,30.22,27438,-0.2588190451025208,-0.9659258262890683,-0.9770638564833509,0.21294651993841537,0.008936811772922945,0.9171737156660821
287,1,0.360413589,64,28,6.4,0,10.0,18,18.0,30.19,10116,-0.8660254037844385,-0.5000000000000004,-0.9770638564833509,0.21294651993841537,0.12989795513586092,0.6842247914150112
287,1,0.626292467,64,28,6.4,0,10.0,26,13.0,30.2,0,-0.9659258262890684,0.2588190451025203,-0.9770638564833509,0.21294651993841537,0.39224225422094605,0.4512758662877936
287,0,0.892171344,64,28,6.4,0,10.0,62,7.0,30.2,0,-0.5000000000000004,0.8660254037844384,-0.9770638564833509,0.21294651993841537,0.7959697070547663,0.21832694203672276
288,0,0.971851852,65,29,4.9,0,10.0,75,0.0,30.18,0,0.25881904510252074,0.9659258262890683,-0.9732643737003827,0.22968774213179508,0.94449602223583,0.14851512083522567
288,0,0.705185185,65,29,4.9,0,10.0,61,3.0,30.16,0,0.8660254037844386,0.5000000000000001,-0.9732643737003827,0.22968774213179508,0.4972861451434843,0.3821542647649201
288,1,0.438518519,65,29,4.9,0,10.0,75,0.0,30.18,3473,0.9659258262890683,-0.25881904510252063,-0.9732643737003827,0.22968774213179508,0.19229849150595335,0.6157934078184677
288,1,0.171851852,65,29,4.9,0,10.0,63,5.0,30.18,22832,0.49999999999999994,-0.8660254037844387,-0.9732643737003827,0.22968774213179508,0.029533059035829905,0.8494325517481622
288,1,0.094814815,65,29,4.9,0,10.0,36,0.0,30.1,26285,-0.2588190451025208,-0.9659258262890683,-0.9732643737003827,0.22968774213179508,0.008989849143484224,0.9169283043221433
288,1,0.361481481,65,29,4.9,1,10.0,31,14.0,30.05,9756,-0.8660254037844385,-0.5000000000000004,-0.9732643737003827,0.22968774213179508,0.13066886110595335,0.6764562696559097
288,1,0.628148148,65,29,4.9,0,10.0,40,14.0,30.03,0,-0.9659258262890684,0.2588190451025203,-0.9732643737003827,0.22968774213179508,0.39457009583582986,0.4496500173389012
288,0,0.894814815,65,29,4.9,0,10.0,72,9.0,30.04,0,-0.5000000000000004,0.8660254037844384,-0.9732643737003827,0.22968774213179508,0.8006935531434843,0.21601087340920666
289,0,0.974702381,68,29,6.4,0,10.0,75,7.0,30.04,0,0.25881904510252074,0.9659258262890683,-0.9691780654392538,0.24636127429331414,0.950044731527069,0.1460176390059471
289,0,0.706845238,68,29,6.4,0,10.0,66,3.0,30.04,0,0.8660254037844386,0.5000000000000001,-0.9691780654392538,0.24636127429331414,0.4996301904832766,0.3806998146599959
289,1,0.438988095,68,29,6.4,0,10.0,80,3.0,30.06,3359,0.9659258262890683,-0.25881904510252063,-0.9691780654392538,0.24636127429331414,0.19271054755172903,0.6153819903140447
289,1,0.171130952,68,29,6.4,0,10.0,65,6.0,30.08,7478,0.49999999999999994,-0.8660254037844387,-0.9691780654392538,0.24636127429331414,0.029285802732426303,0.8500641659680936
289,1,0.09672619,68,29,6.4,1,10.0,40,0.0,30.03,21210,-0.2588190451025208,-0.9659258262890683,-0.9691780654392538,0.24636127429331414,0.009355955831916101,0.9061011226614643
289,1,0.364583333,68,29,6.4,1,10.0,34,18.0,30.0,9209,-0.8660254037844385,-0.5000000000000004,-0.9691780654392538,0.24636127429331414,0.1329210067013889,0.6737657687639559
289,1,0.632440476,68,29,6.4,1,10.0,58,11.0,30.01,0,-0.9659258262890684,0.2588190451025203,-0.9691780654392538,0.24636127429331414,0.39998095568310654,0.4414304148664476
289,0,0.900297619,68,29,6.4,0,10.0,70,7.0,30.03,0,-0.5000000000000004,0.8660254037844384,-0.9691780654392538,0.24636127429331414,0.8105358027770693,0.21120713229185772
290,0,0.97761194,69,29,4.1,0,10.0,67,3.0,30.03,0,0.25881904510252074,0.9659258262890683,-0.9648061359537647,0.262962202656514,0.9557251052305635,0.14346843823173516
290,0,0.708955224,69,29,4.1,0,10.0,64,3.0,30.03,0,0.8660254037844386,0.5000000000000001,-0.9648061359537647,0.262962202656514,0.5026175096368901,0.3788511572020181
290,1,0.440298507,69,29,4.1,1,10.0,72,0.0,30.06,3225,0.9659258262890683,-0.25881904510252063,-0.9648061359537647,0.262962202656514,0.19386277526642906,0.6080915382779634
290,1,0.171641791,69,29,4.1,0,10.0,70,3.0,30.08,21798,0.49999999999999994,-0.8660254037844387,-0.9648061359537647,0.262962202656514,0.029460904417687676,0.849616596018731
290,1,0.097014925,69,29,4.1,0,10.0,54,0.0,30.03,15159,-0.2588190451025208,-0.9659258262890683,-0.9648061359537647,0.262962202656514,0.009411895672755625,0.915000685010986
290,1,0.365671642,69,29,4.1,0,10.0,24,15.0,30.0,9169,-0.8660254037844385,-0.5000000000000004,-0.9648061359537647,0.262962202656514,0.13371574976297618,0.6796179651645562
290,1,0.634328358,69,29,4.1,0,10.0,28,14.0,30.01,0,-0.9659258262890684,0.2588190451025203,-0.9648061359537647,0.262962202656514,0.40237246576297614,0.4442352461942731
290,0,0.902985075,69,29,4.1,0,10.0,42,0.0,30.03,0,-0.5000000000000004,0.8660254037844384,-0.9648061359537647,0.262962202656514,0.8153820456727556,0.20885252634784324
291,0,0.980538922,70,31,4.4,0,10.0,52,0.0,30.03,0,0.25881904510252074,0.9659258262890683,-0.9601498736716018,0.2794856348516095,0.9614565775569222,0.14090397235202456
291,0,0.711077844,70,31,4.4,1,10.0,69,0.0,30.03,0,0.8660254037844386,0.5000000000000001,-0.9601498736716018,0.2794856348516095,0.5056317002276883,0.3732215162004575
291,1,0.441616766,70,31,4.4,2,10.0,81,0.0,30.05,2718,0.9659258262890683,-0.25881904510252063,-0.9601498736716018,0.2794856348516095,0.19502536801229875,0.6008173108858206
291,1,0.172155689,70,31,4.4,3,10.0,66,3.0,30.06,20460,0.49999999999999994,-0.8660254037844387,-0.9601498736716018,0.2794856348516095,0.029637581255064722,0.8236913555582516
291,1,0.097305389,70,31,4.4,1,10.0,61,5.0,30.0,24427,-0.2588190451025208,-0.9659258262890683,-0.9601498736716018,0.2794856348516095,0.009468338728441323,0.9055987339510685
291,1,0.366766467,70,31,4.4,1,10.0,24,11.0,29.96,8399,-0.8660254037844385,-0.5000000000000004,-0.9601498736716018,0.2794856348516095,0.13451764131566207,0.6718721503791152
291,1,0.636227545,70,31,4.4,0,10.0,35,9.0,29.97,0,-0.9659258262890684,0.2588190451025203,-0.9601498736716018,0.2794856348516095,0.404785489016727,0.4425712796031941
291,0,0.905688623,70,31,4.4,0,10.0,48,3.0,29.99,0,-0.5000000000000004,0.8660254037844384,-0.9601498736716018,0.2794856348516095,0.8202718818316361,0.206483821449706
292,0,0.984962406,59,29,10.3,1,10.0,62,10.0,29.99,0,0.25881904510252074,0.9659258262890683,-0.9552106508146317,0.2959267013472893,0.9701509412333088,0.13565806754031082
292,0,0.714285714,59,29,10.3,2,10.0,75,5.0,30.0,0,0.8660254037844386,0.5000000000000001,-0.9552106508146317,0.2959267013472893,0.5102040812244898,0.3666972481965016
292,1,0.443609023,59,29,10.3,2,10.0,90,10.0,30.02,542,0.9659258262890683,-0.25881904510252063,-0.9552106508146317,0.2959267013472893,0.19678896528701453,0.5991067115045766
292,1,0.172932331,59,29,10.3,2,10.0,68,6.0,30.07,13884,0.49999999999999994,-0.8660254037844387,-0.9552106508146317,0.2959267013472893,0.029905591105093558,0.8315161756712757
292,1,0.097744361,59,29,10.3,2,10.0,59,13.0,30.02,25929,-0.2588190451025208,-0.9659258262890683,-0.9552106508146317,0.2959267013472893,0.009553960107298321,0.8960743601620254
292,1,0.368421053,59,29,10.3,2,10.0,70,17.0,30.01,9282,-0.8660254037844385,-0.5000000000000004,-0.9552106508146317,0.2959267013472893,0.1357340722936288,0.6636648959953263
292,1,0.639097744,59,29,10.3,2,10.0,83,11.0,30.03,0,-0.9659258262890684,0.2588190451025203,-0.9552106508146317,0.2959267013472893,0.4084459263858895,0.4312554326872513
292,0,0.909774436,59,29,10.3,2,10.0,83,8.0,30.06,0,-0.5000000000000004,0.8660254037844384,-0.9552106508146317,0.2959267013472893,0.827689524399118,0.19884596852055234
293,0,0.986445783,56,27,11.5,3,10.0,83,0.0,30.05,0,0.25881904510252074,0.9659258262890683,-0.9499899229945011,0.3122805568857945,0.973075282798483,0.13165683420424715
293,0,0.715361446,56,27,11.5,4,10.0,83,7.0,30.05,0,0.8660254037844386,0.5000000000000001,-0.9499899229945011,0.3122805568857945,0.5117419984232109,0.3583088317146199
293,1,0.444277108,56,27,11.5,4,10.0,83,3.0,30.08,385,0.9659258262890683,-0.25881904510252063,-0.9499899229945011,0.3122805568857945,0.19738214869284365,0.5863181170166528
293,1,0.173192771,56,27,11.5,2,10.0,72,8.0,30.1,17121,0.49999999999999994,-0.8660254037844387,-0.9499899229945011,0.3122805568857945,0.02999573592665844,0.8312925556750346
293,1,0.097891566,56,27,11.5,2,10.0,72,21.0,30.05,25347,-0.2588190451025208,-0.9659258262890683,-0.9499899229945011,0.3122805568857945,0.009582758693932356,0.8959479664377639
293,1,0.368975904,56,27,11.5,3,10.0,83,18.0,30.05,7136,-0.8660254037844385,-0.5000000000000004,-0.9499899229945011,0.3122805568857945,0.13614321773261723,0.6564212582256943
293,1,0.640060241,56,27,11.5,4,10.0,86,15.0,30.08,0,-0.9659258262890684,0.2588190451025203,-0.9499899229945011,0.3122805568857945,0.4096771121089781,0.42164474429851784
293,0,0.911144578,56,27,11.5,4,10.0,83,10.0,30.1,0,-0.5000000000000004,0.8660254037844384,-0.9499899229945011,0.3122805568857945,0.8301844420187982,0.1936354598375858
294,0,0.987915408,58,27,13.3,3,10.0,83,14.0,30.12,0,0.25881904510252074,0.9659258262890683,-0.9444892287836614,0.3285423819108344,0.9759768533638065,0.13040785519671794
294,0,0.716012085,58,27,13.3,4,10.0,80,14.0,30.13,0,0.8660254037844386,0.5000000000000001,-0.9444892287836614,0.3285423819108344,0.5126733058660472,0.3577615786550218
294,1,0.444108761,58,27,13.3,3,10.0,80,9.0,30.17,1142,0.9659258262890683,-0.25881904510252063,-0.9444892287836614,0.3285423819108344,0.19723259159695514,0.5925686691851675
294,1,0.172205438,58,27,13.3,1,10.0,67,11.0,30.2,21070,0.49999999999999994,-0.8660254037844387,-0.9444892287836614,0.3285423819108344,0.02965471287677184,0.8406315309246563
294,1,0.099697885,58,27,13.3,2,10.0,58,16.0,30.17,25392,-0.2588190451025208,-0.9659258262890683,-0.9444892287836614,0.3285423819108344,0.009939668273473225,0.8943970178584746
294,1,0.371601208,58,27,13.3,2,10.0,70,17.0,30.16,8283,-0.8660254037844385,-0.5000000000000004,-0.9444892287836614,0.3285423819108344,0.13808745778705928,0.6609343390565079
294,1,0.643504532,58,27,13.3,2,10.0,80,15.0,30.17,0,-0.9659258262890684,0.2588190451025203,-0.9444892287836614,0.3285423819108344,0.41409808270453907,0.4274716593959172
294,0,0.915407855,58,27,13.3,1,10.0,90,8.0,30.18,0,-0.5000000000000004,0.8660254037844384,-0.9444892287836614,0.3285423819108344,0.837971540995701,0.19598866406939902
295,0,0.992412747,64,28,4.0,0,10.0,86,3.0,30.17,0,0.25881904510252074,0.9659258262890683,-0.938710189261944,0.3447073839879342,0.984883060408086,0.13050075870938727
295,0,0.719271624,64,28,4.0,0,10.0,86,3.0,30.17,0,0.8660254037844386,0.5000000000000001,-0.938710189261944,0.3447073839879342,0.5173516690915974,0.36981247647168036
295,1,0.446130501,64,28,4.0,3,10.0,86,0.0,30.19,2581,0.9659258262890683,-0.25881904510252063,-0.938710189261944,0.3447073839879342,0.19903242392251103,0.5908504684069541
295,1,0.172989378,64,28,4.0,1,10.0,75,0.0,30.2,21774,0.49999999999999994,-0.8660254037844387,-0.938710189261944,0.3447073839879342,0.029925324900826885,0.8399515528763037
295,1,0.100151745,64,28,4.0,1,10.0,46,3.0,30.13,25064,-0.2588190451025208,-0.9659258262890683,-0.938710189261944,0.3447073839879342,0.010030372026545026,0.9031298465390262
295,1,0.373292868,64,28,4.0,1,10.0,46,14.0,30.08,8524,-0.8660254037844385,-0.5000000000000004,-0.938710189261944,0.3447073839879342,0.1393475652996654,0.666211245954356
295,1,0.646433991,64,28,4.0,0,10.0,45,13.0,30.07,0,-0.9659258262890684,0.2588190451025203,-0.938710189261944,0.3447073839879342,0.41787690472018807,0.4336289347168545
295,0,0.919575114,64,28,4.0,0,10.0,65,3.0,30.08,0,-0.5000000000000004,0.8660254037844384,-0.938710189261944,0.3447073839879342,0.845618390288113,0.1943172169545615
296,0,0.99543379,68,14,2.7,0,10.0,62,0.0,30.08,0,0.25881904510252074,0.9659258262890683,-0.9326545075388223,0.3607707992167836,0.990888430273764,0.1278538815865905
296,0,0.721461187,68,14,2.7,0,10.0,67,0.0,30.07,0,0.8660254037844386,0.5000000000000001,-0.9326545075388223,0.3607707992167836,0.5205062443474489,0.3678940978807028
296,1,0.447488584,68,14,2.7,0,10.0,34,8.0,30.08,2921,0.9659258262890683,-0.25881904510252063,-0.9326545075388223,0.3607707992167836,0.20024603281032508,0.6079343141748152
296,1,0.173515982,68,14,2.7,0,10.0,21,7.0,30.09,21804,0.49999999999999994,-0.8660254037844387,-0.9326545075388223,0.3607707992167836,0.03010779600942433,0.8479745295927807
296,1,0.100456621,68,14,2.7,0,10.0,17,0.0,30.04,25219,-0.2588190451025208,-0.9659258262890683,-0.9326545075388223,0.3607707992167836,0.010091532702737641,0.9119852541131068
296,1,0.374429224,68,14,2.7,0,10.0,21,0.0,30.02,8453,-0.8660254037844385,-0.5000000000000004,-0.9326545075388223,0.3607707992167836,0.14019724378524218,0.6719450378189944
296,1,0.648401826,68,14,2.7,0,10.0,28,0.0,30.03,0,-0.9659258262890684,0.2588190451025203,-0.9326545075388223,0.3607707992167836,0.4204249279601342,0.4319048224010289
296,0,0.922374429,68,14,2.7,0,10.0,57,0.0,30.05,0,-0.5000000000000004,0.8660254037844384,-0.9326545075388223,0.3607707992167836,0.8507745872730761,0.19186460610691647
297,0,0.998473282,69,31,4.3,0,10.0,58,0.0,30.05,0,0.25881904510252074,0.9659258262890683,-0.9263239682514949,0.3767278936351853,0.9969488948678514,0.12519084043168993
297,0,0.723664122,69,31,4.3,0,10.0,62,0.0,30.02,0,0.8660254037844386,0.5000000000000001,-0.9263239682514949,0.3767278936351853,0.5236897614700309,0.36596400345486757
297,1,0.448854962,69,31,4.3,0,10.0,65,5.0,30.04,2603,0.9659258262890683,-0.25881904510252063,-0.9263239682514949,0.3767278936351853,0.20147077691202148,0.6067371664780452
297,1,0.174045802,69,31,4.3,0,10.0,63,5.0,30.06,20869,0.49999999999999994,-0.8660254037844387,-0.9263239682514949,0.3767278936351853,0.030291941193823203,0.847510329501223
297,1,0.100763359,69,31,4.3,0,10.0,64,3.0,30.0,24209,-0.2588190451025208,-0.9659258262890683,-0.9263239682514949,0.3767278936351853,0.010153254516962881,0.9117165065994526
297,1,0.375572519,69,31,4.3,0,10.0,26,11.0,29.97,5542,-0.8660254037844385,-0.5000000000000004,-0.9263239682514949,0.3767278936351853,0.14105471702800534,0.6709433435762749
297,1,0.650381679,69,31,4.3,0,10.0,25,11.0,29.98,0,-0.9659258262890684,0.2588190451025203,-0.9263239682514949,0.3767278936351853,0.42299632837885903,0.4301701805530972
297,0,0.92519084,69,31,4.3,0,10.0,43,0.0,30.0,0,-0.5000000000000004,0.8660254037844384,-0.9263239682514949,0.3767278936351853,0.8559780904199055,0.18939701665377284
298,0,1.001531394,68,29,4.9,0,10.0,67,5.0,30.01,0,0.25881904510252074,0.9659258262890683,-0.9197204370389466,0.3925739646141719,1.003065133167583,0.12251148542358492
298,0,0.725880551,68,29,4.9,0,10.0,51,0.0,30.0,0,0.8660254037844386,0.5000000000000001,-0.9197204370389466,0.3925739646141719,0.5269025743200637,0.36402208630426636
298,1,0.450229709,68,29,4.9,2,10.0,75,3.0,30.02,2461,0.9659258262890683,-0.25881904510252063,-0.9197204370389466,0.3925739646141719,0.20270679086622467,0.5934220325826252
298,1,0.174578867,68,29,4.9,1,10.0,70,5.0,30.05,10461,0.49999999999999994,-0.8660254037844387,-0.9197204370389466,0.3925739646141719,0.030477780803003687,0.8385728534502026
298,1,0.101071975,68,29,4.9,1,10.0,53,3.0,30.0,0,-0.2588190451025208,-0.9659258262890683,-0.9197204370389466,0.3925739646141719,0.010215544130400624,0.902331652545308
298,1,0.376722818,68,29,4.9,1,10.0,33,7.0,29.96,7934,-0.8660254037844385,-0.5000000000000004,-0.9197204370389466,0.3925739646141719,0.14192008160186115,0.6632361576734332
298,1,0.65237366,68,29,4.9,0,10.0,43,13.0,29.99,0,-0.9659258262890684,0.2588190451025203,-0.9197204370389466,0.3925739646141719,0.42559139226179554,0.4284249127969131
298,0,0.928024502,68,29,4.9,0,10.0,58,0.0,30.02,0,-0.5000000000000004,0.8660254037844384,-0.9197204370389466,0.3925739646141719,0.8612294763123479,0.18691431279237825
299,0,1.006153846,68,29,4.6,0,10.0,56,3.0,30.03,0,0.25881904510252074,0.9659258262890683,-0.9128458599921356,0.40830434224389334,1.0123455618205914,0.11846153894813705
299,0,0.729230769,68,29,4.6,0,10.0,62,0.0,30.02,0,0.8660254037844386,0.5000000000000001,-0.9128458599921356,0.40830434224389334,0.5317775144563313,0.3610868035623186
299,1,0.452307692,68,29,4.6,0,8.0,80,0.0,30.05,2497,0.9659258262890683,-0.25881904510252063,-0.9128458599921356,0.40830434224389334,0.20458224824236684,0.6037120681765002
299,1,0.175384615,68,29,4.6,0,10.0,68,7.0,30.06,20597,0.49999999999999994,-0.8660254037844387,-0.9128458599921356,0.40830434224389334,0.030759763178698222,0.8463373327906819
299,1,0.101538462,68,29,4.6,0,10.0,61,3.0,30.01,23672,-0.2588190451025208,-0.9659258262890683,-0.9128458599921356,0.40830434224389334,0.010310059265325444,0.9110374025951364
299,1,0.378461538,68,29,4.6,0,10.0,28,6.0,29.98,7775,-0.8660254037844385,-0.5000000000000004,-0.9128458599921356,0.40830434224389334,0.14323313574532542,0.6684121388571016
299,1,0.655384615,68,29,4.6,0,10.0,49,6.0,29.99,0,-0.9659258262890684,0.2588190451025203,-0.9128458599921356,0.40830434224389334,0.4295289935786982,0.42578687424291994
299,0,0.932307692,68,29,4.6,0,10.0,52,7.0,30.02,0,-0.5000000000000004,0.8660254037844384,-0.9128458599921356,0.40830434224389334,0.8691976325623668,0.1831616096287383
300,0,1.009259259,60,29,11.3,0,9.0,83,11.0,30.04,0,0.25881904510252074,0.9659258262890683,-0.9057022630804715,0.42391439070986053,1.0186042518772291,0.11574074132078238
300,0,0.731481481,60,29,11.3,1,8.0,93,9.0,30.05,0,0.8660254037844386,0.5000000000000001,-0.9057022630804715,0.42391439070986053,0.5350651570459534,0.35552370097664876
300,1,0.453703704,60,29,11.3,1,9.0,96,6.0,30.08,1384,0.9659258262890683,-0.25881904510252063,-0.9057022630804715,0.42391439070986053,0.2058470510233196,0.5964640671783378
300,1,0.175925926,60,29,11.3,1,10.0,70,0.0,30.1,20680,0.49999999999999994,-0.8660254037844387,-0.9057022630804715,0.42391439070986053,0.030949931438957478,0.837404434247412
300,1,0.101851852,60,29,11.3,1,10.0,59,14.0,30.05,24472,-0.2588190451025208,-0.9659258262890683,-0.9057022630804715,0.42391439070986053,0.010373799755829905,0.9016551986835137
300,1,0.37962963,60,29,11.3,1,9.0,78,15.0,30.03,7800,-0.8660254037844385,-0.5000000000000004,-0.9057022630804715,0.42391439070986053,0.1441186559739369,0.6607148316144394
300,1,0.657407407,60,29,11.3,1,6.0,93,17.0,30.08,0,-0.9659258262890684,0.2588190451025203,-0.9057022630804715,0.42391439070986053,0.43218449877846365,0.4197744654127506
300,0,0.935185185,60,29,11.3,1,8.0,93,15.0,30.13,0,-0.5000000000000004,0.8660254037844384,-0.9057022630804715,0.42391439070986053,0.8745713302434843,0.17883409834367622
301,0,1.013953488,55,29,9.0,1,9.0,93,8.0,30.16,0,0.25881904510252074,0.9659258262890683,-0.898291751554753,0.4393995096591413,1.0281016758273662,0.11051162858071317
301,0,0.734883721,55,29,9.0,3,7.0,93,0.0,30.15,0,0.8660254037844386,0.5000000000000001,-0.898291751554753,0.4393995096591413,0.5400540833908059,0.3454499681865406
301,1,0.455813953,55,29,9.0,4,4.0,90,6.0,30.19,221,0.9659258262890683,-0.25881904510252063,-0.898291751554753,0.4393995096591413,0.2077663597494862,0.5766144661067639
301,1,0.176744186,55,29,9.0,4,3.0,87,3.0,30.2,13923,0.49999999999999994,-0.8660254037844387,-0.898291751554753,0.4393995096591413,0.031238507284802597,0.8113403030640981
301,1,0.102325581,55,29,9.0,3,7.0,78,17.0,30.17,15242,-0.2588190451025208,-0.9659258262890683,-0.898291751554753,0.4393995096591413,0.010470524526987561,0.8830373376866778
301,1,0.381395349,55,29,9.0,3,10.0,78,15.0,30.14,3727,-0.8660254037844385,-0.5000000000000004,-0.898291751554753,0.4393995096591413,0.1454624122388318,0.6458664390778424
301,1,0.660465116,55,29,9.0,3,10.0,93,15.0,30.16,0,-0.9659258262890684,0.2588190451025203,-0.898291751554753,0.4393995096591413,0.4362141694528935,0.40869554131886915
301,0,0.939534884,55,29,9.0,2,10.0,90,14.0,30.18,0,-0.5000000000000004,0.8660254037844384,-0.898291751554753,0.4393995096591413,0.8827257982528934,0.17329293799570425
302,0,1.0155521,58,29,10.4,2,10.0,96,14.0,30.18,0,0.25881904510252074,0.9659258262890683,-0.8906165093267406,0.4547551355561054,1.0313460678144102,0.10802274310945874
302,0,0.735614308,58,29,10.4,1,10.0,100,9.0,30.19,0,0.8660254037844386,0.5000000000000001,-0.8906165093267406,0.4547551355561054,0.5411284101343189,0.3519389475036298
302,1,0.455676516,58,29,10.4,3,10.0,96,5.0,30.22,113,0.9659258262890683,-0.25881904510252063,-0.8906165093267406,0.4547551355561054,0.20764108723389824,0.5827376693319809
302,1,0.175738725,58,29,10.4,4,2.0,93,0.0,30.22,15058,0.49999999999999994,-0.8660254037844387,-0.8906165093267406,0.4547551355561054,0.030884099464625628,0.8121859972333019
302,1,0.104199067,58,29,10.4,1,10.0,72,20.0,30.17,23748,-0.2588190451025208,-0.9659258262890683,-0.8906165093267406,0.4547551355561054,0.01085744556367049,0.8996192588478584
302,1,0.384136858,58,29,10.4,1,10.0,65,15.0,30.14,7480,-0.8660254037844385,-0.5000000000000004,-0.8906165093267406,0.4547551355561054,0.14756112567411217,0.6568053282099446
302,0,0.66407465,58,29,10.4,1,10.0,90,17.0,30.14,0,-0.9659258262890684,0.2588190451025203,-0.8906165093267406,0.4547551355561054,0.4409951407726225,0.4139913967046457
302,0,0.944012442,58,29,10.4,1,10.0,93,10.0,30.14,0,-0.5000000000000004,0.8660254037844384,-0.8906165093267406,0.4547551355561054,0.8911594906508034,0.17117746519934662
303,0,1.018720749,56,30,8.3,1,10.0,96,8.0,30.1,0,0.25881904510252074,0.9659258262890683,-0.8826787983255476,0.46997674302731957,1.0377919644431213,0.10637657636910652
303,0,0.737909516,56,30,8.3,1,10.0,100,7.0,30.06,0,0.8660254037844386,0.5000000000000001,-0.8826787983255476,0.46997674302731957,0.5445104538033543,0.34994811777635104
303,1,0.457098284,56,30,8.3,1,7.0,100,9.0,30.08,186,0.9659258262890683,-0.25881904510252063,-0.8826787983255476,0.46997674302731957,0.2089388412357447,0.5935196583162101
303,1,0.176287051,56,30,8.3,3,7.0,83,3.0,30.07,15471,0.49999999999999994,-0.8660254037844387,-0.8826787983255476,0.46997674302731957,0.0310771243502766,0.8201802663957078
303,1,0.104524181,56,30,8.3,3,8.0,78,5.0,29.99,22378,-0.2588190451025208,-0.9659258262890683,-0.8826787983255476,0.46997674302731957,0.01092530441372076,0.8811688302470565
303,1,0.385335413,56,30,8.3,2,10.0,70,9.0,29.94,7629,-0.8660254037844385,-0.5000000000000004,-0.8826787983255476,0.46997674302731957,0.1484833805118806,0.6491418230433241
303,0,0.666146646,56,30,8.3,2,10.0,90,11.0,29.94,0,-0.9659258262890684,0.2588190451025203,-0.8826787983255476,0.46997674302731957,0.44375135397704923,0.40803060023615295
303,0,0.946957878,56,30,8.3,2,10.0,93,9.0,29.96,0,-0.5000000000000004,0.8660254037844384,-0.8826787983255476,0.46997674302731957,0.8967292227062629,0.1669193782876056
304,0,1.021909233,59,16,8.6,3,10.0,83,3.0,29.93,0,0.25881904510252074,0.9659258262890683,-0.8744809578310401,0.4850598461951956,1.044298480490648,0.10151778200755948
304,0,0.740219092,59,16,8.6,3,10.0,90,5.0,29.87,0,0.8660254037844386,0.5000000000000001,-0.8744809578310401,0.4850598461951956,0.5479243041613044,0.34091563706371714
304,1,0.458528951,59,16,8.6,3,7.0,86,0.0,29.85,0,0.9659258262890683,-0.25881904510252063,-0.8744809578310401,0.4850598461951956,0.2102487989051604,0.5803134921198748
